ジャーシー,ペットボ,クルシュー,クスジャン,カップル,キンシッ,エンジン,ハーフラ,ゴチャゴチ,スクワー,スーハー,ツンデレ,カランカラ,パンポー,タッパー,ガンシュー,ガチャガチ,ハッキリ,ピンポイ,ジーパン,コントロ,グラウン,チリポー,チンタラ,シャーペン,ワンピー,クーリン,スーパー,ワイトボ,ムズアップ,ハッピー,ピーカー,プリクラ,トンチン,スクリーン,ブルシュー,ウトボー,ピンポン
2,13,2,1,4,3,1,2,1,1,2,1,1,2,4,1,3,1,2,1,2,2,1,1,4,2,1,5,2,2,1,1,18,1,3,6,1,3
