カンドキ,シュークリ,クスフン,メリカー,カップル,ピンポー,キーゲー,クッキー,チングス,プラシー,ポンコツ,ワクプラ,ジンジャー,シャーペン,ワンピー,バシャバシ,スカウト,ピンポン
1,5,1,1,7,1,4,5,1,1,3,2,2,2,1,1,1,1
