ボコボコ,ブツブツ
['「うん、まあ……あー、そうね。アナタには今まで黙ってたけど……実は農民君って滅茶苦茶強いのよね。そりゃもう魔王ですらボコボコにするんじゃないかってくらい」'],['「私？……そもそも、職業云々より小さい頃からブツブツ言いながら剣の訓練してる人より、いつも一緒に居てくれた人の方を好きになるのって普通じゃないの？」']
