ぶつぶつ,ぼこぼこ
['「私？……そもそも、職業云々より小さい頃からぶつぶつ言いながら剣の訓練してる人より、いつも一緒に居てくれた人の方を好きになるのって普通じゃないの？」'],['「うん、まあ……あー、そうね。あなたには今まで黙ってたけど……実は農民君って滅茶苦茶強いのよね。そりゃもう魔王ですらぼこぼこにするんじゃないかってくらい」']
