ちっさく,はっぴー,ぶつけら,くること,からにや,いちゃぎし,しながら,ぶつかっ,かったら,すること,よろしく,てくるん,たらしく,するどっきん,ちゃらぶす
2,1,1,1,1,1,2,1,1,1,1,1,1,1,1
