デコピン,シュークリ,トロベリ,カップル,キンシッ,コンチク,コンデン,カッチカ,クリスタ,マジキュー,マジカッ,スルアー,カーペッ,クダウン,マジクー,ポリシー,エンゲー,クスジュー,ドキワク,ピンポイ,クッキー,バタフラ,シャンプー,スルポー,クラスル,チョコチッ,オンスー,パラパン,シーザー,コントロ,ザードク,クラウン,プンハー,リングショ,クンビク,ズタボロ,ドンピシ,トロピカ,マジプリ,マザコン,クスパー,ゴードン,マジエン,ピクシー,ポージン,ガラクタ,キューピッ,ムズアップ,ハッピー,トンチン,リングス,チップス,ペッパー,バカスカ,ジューシー
1,1,1,3,2,1,7,1,3,3,1,1,1,2,3,2,2,1,1,2,59,3,2,4,43,2,5,1,2,2,1,1,1,1,2,1,1,1,13,1,14,3,2,1,1,1,1,1,4,1,7,5,5,1,1
