カチャカチ,エンジン,ドサクサ,ポテスラ,カランカラ,タックル,トンカチ,チリンチリ,クッザク,ポイズン,クスカリ,カーリーン,メチャクチャ,キングス,グラスタ,ドタバタ,アーボー,ワンピー,ウンクー,スカウト,リンフー,フードシ,ジューシー,エンペラ
1,1,3,63,1,2,1,1,2,166,2,1,5,1,3,1,1,7,1,1,31,2,1,12
