コンクリ,タックル,シクヨロ,プラシー,コントロ,シックス,ピッコロ,チンピラ,ドカバキ,ジリコン,シーズン,コンゴト,ワンピー,ニコピョン,タッツン
1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
