ウジャウジ,コンパク,ザーアー,ガサゴソ,マルトン,クッキー,コントロ,クタクル,デカブツ,ドロワー,バシャバシ,エンドー,クラリン,クッシー,コンスタ,ジューシー
1,1,2,1,6,3,1,1,1,2,1,2,1,21,1,1
