ごたごた,ぐんぐん,はっはっ
['「あっ、良いね。共に戦った仲間を裏切れないって体なら外面も傷付かないし。お互い、ひと族のごたごたに巻き込まれたからそういう建前の訓練にするって身内には伝えておこう。と言うことで勇者君、ひと族代表で頑張って」'],['\u3000そして、聖女はぐんぐんと進んでいく。資料を運んでいた死霊を聖なる光で消滅させ、連絡事項を運んでいた死霊を殴り砕き、ついにとある事務室……王国財務部会計課の事務室に辿り着いた。'],['『はっはっは……長生きはしてみるものですね。ええ、ええ。争いましょう。諍いましょう。魔道を、叡知を削り合いましょう……！』']
