デコピン,カチャカチ,クリコクリ,フカメラ,コンカラ,キンシッ,ハッキン,エンジン,ジャンキー,コンクリ,ブラウン,ドンパチ,ハッハー,クダウン,ガランゴロ,ツンデレ,グースカ,アーハッ,ハーハッ,トロエン,エンクラ,コンピュー,メキシコ,ガサゴソ,パッシャー,プリザー,ビーカー,コッチー,コントロ,カッシー,プスピー,スパコン,ヨロシク,エンブラ,メチャクチャ,チンチクリ,クルリン,フラワー,ポンコツ,カラコロ,ムシャクシャ,ポーツカ,ガーデン,パラシュー,チンワー,ブラコン,ガクモタ,トンズラ,ザービー,バリアー,ニコパー,トンブー,ボンクラ,シーフー,コンゴト,ジャングル,ワンピー,ガラクタ,ポロポー,カードキ,スカウト,スーパー,ワイトボ,ゲーニコ,ムズアップ,ピーカー,マルゲー,グスカー,ゴーグル,ピンポン
2,1,1,2,1,2,3,6,2,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,8,1,2,4,1,1,1,4,1,1,1,6,2,1,2,3,1,1,8,1,1,2,3,3,1,1,2,5,1,1,1,1
