カップル,コンパク,ピンポイ,バンカラ,クッキー,ゴツンゴツ,ポンジュー,グシャモグ,クスンモグ,パクチー,クスンクス,シーズン,ジューシー
1,11,1,1,9,1,1,1,1,1,1,1,1
