ぷんぷん,わなわな
['「さっきからいろいろと案を出すけどな……どれも危ない香りがぷんぷんじゃねえか！\u3000やってられるかそんなもん！」'],['\u3000真っ向から正論をぶつけられた息子は、てーぶるに俯いてわなわなと震えている。']
