カチャカチ,ジャーシー,コンクリ,チンゲー,ツンデレ,ハッキリ,クッキー,ポイズン,リンカーン,コントロ,オンハー,ワンパン,クッキン,プスブル,スカウト,パシャパシ,ブルピー,ピーカー
2,1,1,1,1,12,2,1,1,2,1,1,1,7,1,1,1,11
