くっつけ,からこそ,うとする,おいてく,かったら,ひたすら
['\u3000それは、大量の死霊でした。槍を持つ骸骨や、動く腐った肉体、原型も留めぬ様々な死体を粘土のようにくっつけたような異形の化け物、そして、半ば白骨化した頭が三つある巨大な狼です。'],['\u3000いや、まともに教育制度が整ってないとか、そんなまともな理由では無いのだ。魔族というのは欲望に正直で、八割が食う寝るやるしか考えていないのだ。知能があるからこそ魔物と区別され、魔族と呼ばれているのにこの体たらくである。'],['\u3000守護騎士さんが床を蹴り、魔王様がその凶爪を振るおうとしたときでした。逃げようとする聖女様や、姫武将さんの頭上を遥かに通り抜け、守護騎士さんの脇を通った闇色の魔力の塊が魔王様に襲いかかります。その一撃は勇者様と、その仲間のどの魔法よりも重く、凄まじい一撃でした。'],['「ひと族の聖女様ですか………ご苦労様です。私一介のわいとはひと族に危害を加えるつもりは無いので放っておいてください」'],['「先々代魔王の時代、強い魔族は問答無用で魔王軍に徴兵され、危険な全線に駆り出されていた。わいとやこぼるともな。だが、頭が良ければ文官として働いて、徴兵を免れるはずだった………だけどな、やっぱり、文官でも、強かったら軍事部に異動なんだよ。俺のお世話になったですぷりーすと先輩が軍事部に引っ張られて以降、俺は思ったよ………」'],['「死にたくない！\u3000戦いたくない！\u3000前線なんて死んでもごめんだ！\u3000だから『変異(みゅーたにんぐ)』を拒否り続けた！\u3000何度勤め先にひと族の軍隊が攻めてきて撃退して『霊滓《えなじー》』が溜まってもひたすら『変異(みゅーたにんぐ)』したくないと願い続けた！\u3000見た目がわいとなら誰も気に止めないからだ！」']
