アップアー,プリズン,ペラグラ,パッチリ,パーカー,トンカチ,ウロチョロ,グラウン,ヨロシク,メチャクチャ,ビーチチ,デカブツ,チンタラ,コンパッ,シャーペン,ワンピー
2,1,4,1,2,1,1,4,1,1,1,1,1,1,1,3
