カチャカチ,ポーカー,カップル,トンスゴ,ボーリン,ドサクサ,タッカー,ブラウン,ワーアップ,クリスタ,オイシー,パッチリ,カラクリ,ゴチャゴチ,バラドロ,カーペッ,クダウン,パーカー,ハーピー,タックル,タッパー,ガチャガチ,ビードー,ハッキリ,ピンヒー,シッカリ,ピンポイ,ポツリポツ,ジーキラ,クッキー,ピンキリ,チングス,ビーカー,オタマジ,オンボロ,クリアー,シーザー,ビーボー,コントロ,パックリ,ウログル,デコボコ,シースル,グラウン,ヒソカタ,ヒラリヒラ,ワンパン,ヨロシク,ジャーキー,メチャクチャ,ホヤテク,フラワー,ヒーカッ,チリクリ,ポンコツ,コンガリ,ツンガツ,ビーチチ,ドロボー,チンピラ,クッキン,プラカー,オイシク,パチクリ,バンシー,ザービー,ドンバン,ペチャクチャ,チョコクラ,ポージン,ウラギリ,ワンピー,ガラクタ,パンプス,キューピッ,キングサ,カッチリ,ソワウロ,スカウト,スーパー,ビシャビシ,ワイトボ,ノタウロ,マジシャン,ワイガヤ,ジリスク,プルパン,ハッピー,タップリ,ドスタッ,コトシナ,ブツクサ,ブーメラ
1,1,3,1,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,10,10,25,2,1,1,1,1,6,2,1,7,1,1,1,1,3,7,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,1,2,1,1,11,3,10,3,1,1,2,1,1,4,61,36,2,1,4,1,1,5,1,1,1,34,1,1,39,1,1,4,1,1,1,1
