でかちゃか,だらしな,よろしく,つらがた,うとする,きしめた,がやばか,ことしな,どんぴし,きこもり,つけてく,ちらこそ,ことどろ,はっぴー,くんびく,いそうだ,すること,たっぷり,ぶらざー,するとこ,しなこと,しくてか,くること,くるから,たらつけ,しなかっ,おいしー,じところ,びりくら,からする,じゅーぶん,しなくちゃ,するはー,からこそ,もそうだ,するから,からじん,はっきり,どろおど,まるとこ,からひー,からどろ,はたくさ,かすごく,ぱんちら,おいてく,するくら,たらしく,もそのた,まじでか,うところ,がらちゃら,ころでこ,いらぶす,しながら,はたぶん,くつもり,おどしな,かったら,ぴんぽー,ぱっちり,わいてく,するげー,しこぴー,ことじゃん,ちょこもく,わなかっ,がらのし,しとけば,ちらから,うだから,からどん,がらこっ,しところ,かってく,がたくさ,ちんぴら,もそこそ,ひたすら,こんばん,めたから,しっかり,くっつか,もそうか,すーぱー,ぶりのお,ぶるぴー,からすれ,かっこつ,もやする,しーずん
1,2,5,1,5,1,1,1,2,1,3,2,3,4,1,2,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,5,2,1,1,2,1,2,1,1,1,1,1,1,3,4,1,1,1,1,1,1,4,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,3,1,8,1,1,1,1,1,1,1,1,1
