ニコチン
"['|【理由】これニコチン入ってるらし\u3000|', 'ピーマンにニコチンなんて入ってるわけない。', '椅子から立った僕はそのまま、スマホを片手にベッドに横になった。そしてなんとなく気になって「ピーマン ニコチン」と検索した。', 'タバコはナス科タバコ属の植物であり、同じナス科のトマトやピーマンにもニコチンが含まれています。', '「ニコチン入ってた！」', '今日はピーマンが小学五年生から忌み嫌われているという事実、そしてピーマンにニコチンが入ってるという雑学を学んだ。果たしてその知識が役に立つかは、言わずもがなである。']"
