ポンコツ
['\u3000本来のギルバートは美しいだけではなく、優秀な頭脳を持っている。しかしユリアナと出会ってからは見てのとおり、ただのポンコツだ。せめてもの救いは仕事だけはきっちりこなしてくれることだろう。王太子の公務は少なくない。']
