そろそろ,とぼとぼ,ちまちま,がちがち,ぼろぼろ
['「そろそろ泣くぞ守護騎士！」'],['\u3000しかし、それは死霊とは思えないほどのひと族的な感情で、その白骨死体の背中は、歴戦の強者でもなんでもなく、ただただ人生に疲れてとぼとぼと帰路に着く、王城の文官のようにも見えました。'],['\u3000いーびるきんぐは受けただめーじを他者に押し付ける魔法や、全体の動きを鈍くする魔法を使ってちまちまと勇者達の足を引っ張り──'],['「いや、そのときはがちがちに緊張しててそれどころじゃなかった」'],['\u3000勇者の膝が崩れる。聖女は慌てて治癒の魔法を施し、守護騎士と姫武将は勇者を守るために前に出る。しかし、すでに姫武将の鎧はぼろぼろになり、守護騎士の魔力の輝きも弱っている。傷も、少なくはない。']
