からこん,くようだ,うとする,きこもり,じりこん,まじでこ,べんとく,こんごと,けたいら,いそうだ,すること,かつくー,たらぱん,ぷらしー,すごくた,ごろする,くること,ちくする,くりする,しなかっ,にこぴょん,たっくる,しっくす,にこちら,なみにこ,するから,かするん,たっつん,ぴーどか,するくら,めたちん,たらしく,ぼーのお,こんのお,とんぐら,なみにや,ぶらつか,しながら,もりする,つーかさ,ぴっころ,かったら,とこちら,わんぴー,がらわい,どんくら,わなかっ,わんかつ,てかわい,いちゃする,たらころ,ひたすら,がらぼこ,しくよろ,からかー,しっかり,たらぶん,たらたっ,かったっ,ばたつか,こんくり,めたこと,しーずん,こんとろ,どかばき,のしがら
1,1,3,1,1,2,1,1,1,1,11,2,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,6,1,1,1,4,2,3,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1
