ジャーシー,カップル,エンジン,コンクリ,ワイトロ,シャンプー,ヒーカッ,ポンコツ,トロピカ,カードタ,カードキ,スカウト,スーパー,プリクラ,ジューシー
4,2,1,1,7,2,2,1,1,1,2,2,1,1,1
