テラコッ,ワーシー,ワンポイ,カリカチ,コロリン,エンジン,ジャンキー,トロジー,ズンブラ,ガンバッタ,ポーリン,クダウン,ハーピー,クサトン,カランカラ,ハッスル,ピックス,タックル,ポリシー,ガチャガチ,ブラカタ,エントロ,ビードー,クッキー,ガンゼー,リンガー,パラドク,スタゴリ,クスカリ,コントロ,プルンプル,メチャクチャ,グスムン,カチコチ,チンピラ,キーパー,ジンジャー,ザービー,バリアー,ジャングル,ワンピー,ガラクタ,ワイトボ,トンタッ,ピーカー,フラガラ,クンドク,キーワー,マジキチ,バチクリ,カラドボ,ジューシー
1,1,1,1,14,2,2,1,1,1,9,1,30,3,2,1,1,1,4,4,1,1,1,6,1,1,1,1,1,11,1,1,1,2,5,9,1,1,1,1,4,2,5,1,1,1,1,3,3,1,1,1
