しながら,べたかっ,ころでか,すぽわー,かったっ,すいじめ,ことばか,うとする
['\u3000ど、どうして、そこまで(・・・・)看破しながらっ(・・・・・・・)……！」'],['「ちょうど亀肉が食べたかったところなんだよね」'],['「くくく……ところでかめよ。'],['『希望の船』……『希望の船(えすぽわーる)』にっ……！'],['\u3000うらしまは、仕方なく海へと向かったっ……！'],['\u3000のーかん、のーかんと繰り返すいじめっ子3人っ……！'],['「くくく……『なんとも、ひねた打ち方。人をはめることばかり考えてきた人間の発想、痩せた考え』と言ったのさ」'],"['「俺達の賭けの内容を聞いて、かめがお前を勝たせようとするかも……」', '\u3000いじめっ子のぼすは\u3000これ以上絶対にうらしまに勝てないと理解し\u3000引き返そうとするっ……！']"
