がらまる,はっきり
['\u3000その塔全体が一つの巨大な名状しがたい怪物の姿を象っていた。強いて言えば章魚と人間と竜を出鱈目に組み合わせた様な、ぐろてすくでありながらまるで山の様な偉容を備えていた。太郎はこれがこの神殿に祀られる神であろうと思いながらも、さらにその巨像の細部に目を引き寄せられた。\n'],['\u3000だが、太郎には既に恐怖は無かった。太郎には、本来帰るべき処、在るべき場所がはっきりと判ったからであった。\n']
