のしちゅー,ぼそうと,するとこ
['\u3000川魚をはーぶと一緒に焼いたもの、野菜のすーぷ、鹿の肉のしちゅー、こっくが運んできた料理はどれも大変素晴らしい味でした。'],['\u3000ある日魔王は、人間を滅ぼそうと街にやってきました。'],['\u3000するとこっくは言いました。']
