しながら,すれがち,がたくさ,ぱちくり,さばかり,くってく,ぶるから,ぎときら,ぶらする
"['\u3000町から町へ、村から村へと旅しながら、竪琴(たてごと)を弾き鳴らし次々と物語をつくっては聞かせ、そうしておひねりをもらったり、食事やねどこにありついて、日々をくらしておりました。', '\u3000くしゃみ爆弾(ばくだん)をぶつけてやる準備をしながら、魔女は屋敷のおもてにまわりました。そして、目をぱちくりさせて立ちつくしました。', '\u3000つられて皆がふりむき、ほんとうだ、石じゃなくなったのか、などと話しながら、ぞろぞろ魔女のそばに集まってきました。怖がるどころか、とてもうれしそうです。']",['\u3000物語を語る声はかすれがちになり、燃えさかっていた物語の火は消え、静かな湖のようになりました。かつては二日や三日で語り終えたような長さを、十日、二十日とかけて語るようになりました。'],['\u3000まんぞくした魔女は、若者のためにごちそうを用意し、王さまのような部屋に泊まらせてくれました。魔女本人は動けなくても、屋敷には魔女のしもべがたくさんいて、若者のせわをしてくれたのです。'],['\u3000くしゃみ爆弾(ばくだん)をぶつけてやる準備をしながら、魔女は屋敷のおもてにまわりました。そして、目をぱちくりさせて立ちつくしました。'],['\u3000たいそう美しくて物知りでしたが、悪さばかりするので、とうとう神さまが魔女を館に閉じこめてしまったのでした。'],['「どうだろう。おまえ、このままずっと、わたしだけのために物語をつくってくれないかい」'],['「いいえ。あなたが約束をやぶるからです」'],['\u3000若者のつむぐ物語は、いかにもあらけずりで田舎くさくて子供っぽいものでしたが、ふしぎときらきらまぶしくて、聞く者を引きこんではなさない力がありました。'],['\u3000どこにでも行けるようになったのに、もうどこにも行きたくなくて、屋敷にとじこもったままぶらぶらするばかり。']
