かんかん,ぼこぼこ,ばかばか,いらいら,ひそひそ,がらがら
['\u3000一週間後、王国鑑識団から中間報告を受けた王子はかんかんです。\n'],['\u3000お針子ばいとたちは魔女をぼこぼこにして給料を巻き上げると、ばかばかしくなって帰ってしまいました。\n'],['\u3000お針子ばいとたちは魔女をぼこぼこにして給料を巻き上げると、ばかばかしくなって帰ってしまいました。\n'],['\u3000魔女はかーなびに目的地を登録してるーと検索を始めます。しんでれらはいらいらとしてきました。\n'],['\u3000所かまわず舌つづみをうっていると、周囲からひそひそ声が聞こえてきました。\n'],['\u3000そう言いながらがらすの靴を拾い上げようとした家来の腕を、王子は強く掴みました。\n']
