よろこん,どくおち,おいわい,すること,ちらへと,きらめた,てくるん,びたかっ,かすこと,うとする,ころから
"['\u3000ちゅん吉は、むじゃきによろこんで、たねをみせてきました。', '\u3000ちゅん子は、はなしをあわせて、よろこんだけれど、ちゅん太は、つめたいたいどでした。ちゅん太も、このころから、お母さんとおなじく、ちゅん吉と目をあわせなくなりました。']",['\u3000なみだをながす、ちゅん子。でも、ちゅん太の声は、ひどくおちついていました。と、そこにちゅん吉が、やってきました。ちゅん子は、なみだをふいて、えがおをつくりました。'],['「ちゅん太と、ちからをあわせたら、いっぱいとれたの。ひとりであつめるより、ずっとらくだったのよ。きょうは、おいわいね。ひさしぶりに、みんながそろったもの」'],['\u3000足をそろえて、ぴょんぴょんっとすることもできません。'],['\u3000こえをかけると、ちゅん太は、ばたばたと羽をうごかして、こちらへとむきなおりました。'],['\u3000それでも、ちゅん子は、あきらめたくないのでした。'],['「ちゅん子もちゅん太も、すごいや。すごくとおくまでとんで、えさをとってくるんだもん」'],"['「……あのさ。ぼく、いっしょうけんめい、れんしゅうしてね。ちゅん子がね、なぐさめてくれたけど。ぼくは、もう、ずっと、とべないんだろうなあって、とっくにしっていたんだよ。できれば、ちゅん子と、ちゅん太と、みんなで、そらをとびたかったなあ」', '「ほんとうだよ。だって……、いってたもの。みんなで、そらをとびたかったって。だから――、ちゅん吉は、ちゅん太のこと、きらいになってないよ」']",['「わかるだろ。ちゅん吉は、羽をうごかすことができない。足もうまくうごかない。――だから、とべないんだよ」'],['\u3000でも、お母さんは、「ちゅん吉、がんばって」とはいいませんでした。ちゅん吉も、おなじように、羽をうごかそうとするのです。でも、うごきません。'],['\u3000ちゅん子は、はなしをあわせて、よろこんだけれど、ちゅん太は、つめたいたいどでした。ちゅん太も、このころから、お母さんとおなじく、ちゅん吉と目をあわせなくなりました。']
