とこわく,がくすく,ばらくす,にたくさ,はっきり,えんばか,うとする,まるとこ,ぶるへと,ぐだから,じめつけ,ちらから,ずらがば,てかちゃり,いそうろ,しおどろ,すること,かったら,しなかっ,たっぷり,だらしな,くっつけ,もおとこ,からこそ,きこもり,むんがん,はたくさ,しなぷす,にこちら,しながら
1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,1,2,1,1,1,1,5,1,1,1,1,1,3
