すること,ぶつけた,わなかっ
['\u3000『暁』に会ってから、しゅかは人を愛することを本当に尊いことだと胸に刻んでいた。'],['\u3000幼いしゅかは、母親の手にある、自家製の絵本を覗き込みながら、疑問をぶつけた。'],['\u3000毎日家に帰ることは叶わなかったけれど、母親の薬代を稼ぐために、しゅかは必死で働いた。']
