とろくさ,からばり,はっきり,するとぼ,からかた,きしめた,ちまうん,きりぎり,とこちら,たらしく,もそうだ,げたきり,りんにこ,ちらりちら,うようだ,からぎざ,するから,すること,かったら,ちまうか,ずらしく,がたくさ,いそうだ,ぐーすか,ざわする,どんぐり,たらむしゃ,こんばん,はたくさ,しなこと,かったっ,とんどた,からきり
2,1,2,1,1,2,1,85,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,3
