こともや,たらふく,すかうと,がつつか,むしゃぶり,からぽろ,はっきり,うとする,ばらでこ,ずらもや,からきび,もそもじ,がらうろ,がみこん,うはきび,たらしく,がつけら,どかしな,ずんぐり,すること,しなかっ,もそもお,ぼりしな,きこもり,にこびり,にこちら,しながら,からくす,けろじろ,へとじゃん
1,1,2,1,2,1,4,4,1,1,1,1,1,1,1,4,1,1,1,11,1,1,1,3,1,1,5,1,1,1
