ぼろぼろ,どんどん
['「そんなぼろぼろのどれすでよく恥ずかしくもないですね」\n'],['わたしはどんどん荒れた。実力で批判を黙らせるため、努力に努力を重ねた。ほとんどの分野でわたしは大成したのだ。\n']
