ぽろぽろ,うきうき,そろそろ,ほかほか,おずおず,ぐつぐつ,しくしく,どきどき,ぱらぱら,こんこん,きらきら,どんどん,はらはら,そわそわ
['\u3000白雪姫の目からもぽろぽろと涙がこぼれました。'],['\u3000さあ、白雪姫はもういません。王妃様はうきうきと鏡に言いました。'],['\u3000甘い、とてもいい匂いがしてきます。そろそろかしらと、王妃様はおーぶんを開けました。'],['\u3000王妃様は持っているりんごのけーきを見ました。ふんわりほかほか、甘い匂いのりんごのけーき。'],['\u3000王妃様がしくしくと泣いていると、おずおずとした声がかけられました。'],"['\u3000毒を持った木の実、葉っぱに毒がある草、触ると死んでしまう程の毒がえる、中毒を起こすきのこを鍋に入れてぐつぐつと煮込みます。とても恐ろしい猛毒が完成しました。', '\u3000それは、りんごのこんぽーとでした。鍋にりんごと砂糖水を入れてぐつぐつと煮るだけ。料理をしたことのない王妃様でもすぐに出来たのです。']",['\u3000王妃様がしくしくと泣いていると、おずおずとした声がかけられました。'],['\u3000どきどきしながら、おーぶんを開けます。'],['\u3000見た目でりんごと分かると白雪姫は食べられないようです。分からない料理にしなくてはいけません。王妃様は本をぱらぱらとめくって探しました。'],"['\u3000こんこん。', '\u3000こんこん。', '\u3000こんこん。']",['\u3000作ったのはりんごのぜりーでした。すりおろしたりんごを溶かしたぜらちんで固めたものです。透明の容器の中で、きらきらと輝いていて、とてもりんごとは思えません。'],['\u3000お城に戻った王妃様は一生懸命考えました。本をどんどんめくっていきます。'],['\u3000王妃様の大きな目から、はらはらと涙がこぼれました。'],"['\u3000王妃様はそわそわとおーぶんの前で待ちました。', '\u3000そわそわそわ。']"
