ガタガタ,ズタズタ
['\u3000よしっと握りこぶしを作ってカタリーナの肩を鏡は強く握りガタガタとゆすった。'],['\u3000カタリーナの女性としてのプライドはズタズタだが、借金の帳消しは大きい。だからカタリーナは、甘んじた。それに悪くはない、むしろ紳士な対応とも言えよう。']
