ちらこち,とことん,めたいら,いそうじゃ,しっかり,かったら,きしめた,うとする
['少女は飛ばしてしまった靴を雪だまりのあちらこちらを探しまわっているが、見つかるはずもない。'],['主任は、哀れな少女をとことん追い詰めたいらしい。'],['主任は、哀れな少女をとことん追い詰めたいらしい。'],['「主任、かわいそうじゃないですか！僕、涙で出そうになりましたよ」'],['祖母が健在のうちは、しっかり者の祖母が一家の暮らしを支えていたが、先日、祖母が亡くなり、飲んだくれの父と二人暮らしになった。'],['それもそのはず、まっちを買いそうな素振りをみせた通行人には、僕が「新規開店の飲み屋です。良かったら寄って下さい」と、適当な飲み屋の名前を書いたまっちを無料で配布してるのだ。売れるはずがない。'],['おばあさんは、そっと少女を抱きしめた。'],['やはりこれも、嬉しそうに少女が手を伸ばそうとすると消え失せた。']
