からとん,きこばた,ちんみし,するちー,がぶつか,おいてく,でかぼちゃ,くっきー,しなくちゃ,ばらくす,しこもお,ざっくざく,とんから,にたくさ,こんくり,くすきゅー,ちらのし,おんじん,からばり,くるから,はっきり,ぴんぽい,うとする,うだから,よろしく,じんとこ,よろこん,びたから,ぱりこん,ちらから,わなかっ,がたちま,くりとこ,しっかり,うとうか,しくてか,どんぶら,ぶりざー,かさずた,おんぼろ,どーぴん,からびー,べたつか,しげさく,なようだ,かすてら,かすこと,かんから,すくうと,くすこと,はたちま,からひょこ,すること,かったら,がりくだ,にこのお,きゃっする,しなかっ,くらげた,からかー,たっぷり,がらばた,もそのお,めたばか,げーしゅー,いじめちゃ,からこそ,べたこと,あーんあー,きこもり,ばらくた,がらのた,ぱっちん,はたくさ,はきちん,こんとろ,きしめら,くること,からのお,ひらめた,にこちら,ことごと,くりつけ,しながら,わいがり,はたいそ
1,8,1,1,1,1,1,2,1,1,1,3,8,1,1,1,1,1,1,1,3,1,4,1,1,1,1,1,1,1,2,1,1,8,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,29,1,1
