,あーあー,あーんあーん,いそいそ,いちゃいちゃ,いらいら,うきうき,うずうず,うだうだ,うつらうつら,うとうと,うねうね,うろうろ,うんうん,えーんえーん,おいおい,おずおず,おどおど,おろおろ,おんおん,かさかさ,かたかた,かちかち,かちゃかちゃ,からから,かりかり,かんかん,かーかー,がくがく,がさがさ,がたがた,がちがち,がちゃがちゃ,がつがつ,がばがば,がやがや,がらがら,がりがり,がんがん,きびきび,きょときょと,きょろきょろ,きらきら,きりきり,きんきん,ぎざぎざ,ぎちぎち,ぎゃーぎゃー,ぎりぎり,くしゃくしゃ,くすくす,くたくた,くちゃくちゃ,くっくっ,くねくね,くらくら,くりくり,くるくる,くんくん,くーくー,ぐいぐい,ぐしゃぐしゃ,ぐすぐす,ぐずぐず,ぐだぐだ,ぐちゃぐちゃ,ぐつぐつ,ぐびぐび,ぐらぐら,ぐりぐり,ぐるぐる,ぐんぐん,ぐーぐー,けたけた,けばけば,けらけら,けろけろ,げらげら,こそこそ,こちょこちょ,こっくりこっくり,こつこつ,ことこと,ころころ,ころんころん,こんこん,ごくごく,ごしごし,ごそごそ,ごちゃごちゃ,ごつごつ,ごとごと,ごりごり,ごろごろ,さくさく,さらさら,さわさわ,ざくざく,ざぶざぶ,ざわざわ,ざーざー,しくしく,しげしげ,しっしっ,しとしと,しゃきしゃき,しゃなりしゃなり,しゃりしゃり,しゃんしゃん,しゅるしゅる,しゅんしゅん,じくじく,じゅくじゅく,じりじり,じろじろ,じわじわ,じんじん,すいすい,すくすく,すたすた,すべすべ,すやすや,すらすら,するする,すれすれ,すーすー,ずきずき,ずたずた,ずぶずぶ,ずぼずぼ,ずんずん,そよそよ,そろそろ,そろりそろり,そわそわ,ぞくぞく,ぞろぞろ,たどたど,たらたら,だぶだぶ,だらだら,ちかちか,ちくちく,ちびちび,ちまちま,ちゃかちゃか,ちゅんちゅん,ちょいちょい,ちょくちょく,ちょこちょこ,ちょろちょろ,ちらちら,ちらりちらり,ちりちり,ちりんちりん,ちろちろ,つかつか,つやつや,つらつら,つるつる,つんつん,てかてか,てくてく,てらてら,でんでん,とくとく,とことこ,とぼとぼ,とろとろ,とんとん,どかどか,どきどき,どくどく,どさどさ,どすどす,どたどた,どやどや,どろどろ,どんどん,なみなみ,にこにこ,にたにた,にゃーにゃー,にやにや,ぬくぬく,ぬらぬら,ぬるぬる,ねちねち,のしのし,のっしのっし,のろのろ,はきはき,はっはっ,はらはら,ばかばか,ばさばさ,ばしゃばしゃ,ばたばた,ばたんばたん,ばったばった,ばらばら,ばりばり,ばんばん,ぱきぱき,ぱくぱく,ぱさぱさ,ぱたぱた,ぱちぱち,ぱらぱら,ぱりぱり,ぱんぱん,ひくひく,ひしひし,ひそひそ,ひゅんひゅん,ひゅーひゅー,ひょいひょい,ひょこひょこ,ひらひら,ひりひり,びくびく,びしゃびしゃ,びしょびしょ,びたびた,びゅんびゅん,びゅーびゅー,びりびり,ぴかぴか,ぴくぴく,ぴちぴち,ぴゅんぴゅん,ぴゅーぴゅー,ぴょこぴょこ,ぴょんぴょん,ぴんぴん,ぴーぴー,ふかふか,ふがふが,ふさふさ,ふつふつ,ふにゃふにゃ,ふむふむ,ふらふら,ふわふわ,ふんふん,ふーふー,ぶかぶか,ぶくぶく,ぶつぶつ,ぶよぶよ,ぶらぶら,ぶるぶる,ぶんぶん,ぶーぶー,ぷかぷか,ぷちぷち,ぷつぷつ,ぷらぷら,ぷりぷり,ぷるぷる,ぷるんぷるん,ぷんぷん,ぷーぷー,へとへと,へなへな,べたべた,べとべと,べらべら,べろべろ,ぺこぺこ,ぺたぺた,ぺらぺら,ぺろぺろ,ほかほか,ほくほく,ぼこぼこ,ぼさぼさ,ぼそぼそ,ぼたぼた,ぼつぼつ,ぼりぼり,ぼろぼろ,ぼんぼん,ぼーぼー,ぽいぽい,ぽかぽか,ぽきぽき,ぽこぽこ,ぽそぽそ,ぽたぽた,ぽたりぽたり,ぽちぽち,ぽつぽつ,ぽつりぽつり,ぽてぽて,ぽろぽろ,ぽろりぽろり,ぽんぽん,まざまざ,まじまじ,みしみし,むしゃむしゃ,むずむず,むにゃむにゃ,むらむら,めそめそ,もくもく,もぐもぐ,もごもご,もじもじ,もじゃもじゃ,もそもそ,もぞもぞ,もやもや,もりもり,ゆさゆさ,ゆらゆら,ゆらりゆらり,ゆるゆる,よたよた,よちよち,よれよれ,よろよろ,りんりん,りーんりーん,るんるん,わいわい,わくわく,わなわな,わんわん
N8131EGline_info_n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[' 少女はそう言いながら、残っているごぶりんを、どんどん燃やし続けます。'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N8128DRline_info_n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['\u3000腰まで伸びた銀色の髪は、きらきら輝きます。金色の瞳は、凍てつく雪原を照らす月のようです。雪のように白い肌の上で尖らせている唇は赤く濡れ、その極端な色っぽさに、召使いの少年の心が跳ねます。'],,,,,,,['\u3000春の王女様は、顔をくしゃくしゃにします。'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['\u3000ぶらしを通したさらさらの髪が、北風になびきます。'],,,,,,,,,,,,,,,,,,,,,,,,['\u3000ずっと呆気に取られていた王様が、すたすた歩いていこうとする冬の王女様を引き止めます。'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['\u3000とぼとぼと、召使いは塔を降りました。'],,,,,,,,,,,['\u3000ですが、冬に終わりが来なければ、草木の芽は生えません。食料や燃料がどんどん底を尽き、生活ができなくなってしまいます。'],,,,,,['\u3000床が見えないほどの本が散らばった狭い部屋の真ん中で、布団とてーぶるが一体となったこたつというものに潜って、ぬくぬくと寛いでいる冬の王女様は、小さく舌を出しました。'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['\u3000そして、現れるのはぴかぴかの王子様。'],,,,,,,,,,,,,,,,['\u3000でざーとには、生くりーむたっぷりのけーきです。もちろん、ふわふわのすぽんじも、召使いが早起きして、腕によりをかけて焼き上げました。'],,"['「もう！  慌てて食べるから熱いのよ。こう、ふーふーして食べなさい。ふーふー」', '「もう！  慌てて食べるから熱いのよ。こう、ふーふーして食べなさい。ふーふー」']",,,,,,,['\u3000王様の問いかけに、王子様は首をぶんぶん振りました。'],,,,,,,,,,,,,,,,,,,['\u3000ぺらぺらと王様を説得する冬の王女様をよそに、秋の王女様は愕然としている召使いに問います。'],,,,,,,,,,,,,,,,,,,,,,,,['\u3000召使いの目から、涙がぽろぽろ溢れます。'],,['\u3000そんな召使いの頭を、冬の王女様はぽんぽんと撫でました。'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N1683DYline_info_n,['\u3000？？『あーあー。……赤ずきん様、聞こえておりますでしょうか？』\n'],,,,['\u3000赤ずきん「わかったわ。私も、さっきは寝起きでいらいらしていてあんな酷い事を……、本当に申し訳ないと思っているわ」\n'],,,,,,,,"['\u3000弓騎士はうんうんと頷きます。\n', '\u3000おおかみが言い出しました。他の皆もうんうんと頷いています。\n']",,"['\u3000重騎士「おいおい嘘だろ……」\n', '\u3000重騎士「おいおいおい弓騎士！ さんどいっちなんて腹の足しにもならないぜ！！ もっとがっつりした物食えよ！！ 肉を食え肉っ！！」\n', '\u3000重騎士「おいおいおい！ 聖騎士、神様に祈ってる場合じゃねえだろう！！」\n']",,,['そして舞台の上では沈黙が続いていました。少女は、床に突っ伏したまま膠着し、てぃら乃は、おろおろした様子で狼狽えています。\n'],,,,,,['\u3000その後、じりじりと導火線が火花を散らし、次の瞬間大きな破裂音と共に、筒からからふるな煙が空へと放たれました。\n'],,,['\u3000狩人「さぁて。警備が向こうに気を取られている間に、ちゃっちゃと赤ずきんちゃんを助け出しますかね！ 騒ぎがあったなら、しばらくすれば警備も厳重になるだろうからな。多少強引にでも中を探索するか。最悪見つかっても、昨夜の奴さえ現れなきゃ、残りはあのへっぽこ騎士団の連中だけだ。適当に剣を振り回しとけば、鴉みたいにかーかー鳴きながらけつ巻いて逃げて行くだろうよ！」\n'],,,,,,,,,['\u3000屋上が激しい爆発によりがらがらと崩れていき、まっすぐ真下へと降り注いでいきます。そこには白雪姫、ぐれーてる、魔女、そして助けに行った赤ずきんが居るはずです。\n'],,,,,['\u3000赤ずきんは、周囲をきょろきょろ見渡しますが、声をかけてくるような人物はどこにも見当たりません。\n'],"['\u3000時刻はとうに日が沈んだ後。夜空に浮かぶ月がきらきらと輝いているのが見えます。\n', '\u3000白雪姫『そういえばお爺さん。このきらきらと輝くりんごは何ですか？』\n', '\u3000それは黄金のりんごでした。その黄金のりんごは、きらきらと金色に光り輝き、端っこが少し齧られていました。\n']",,,,,,"['赤ずきん「と〜〜ちゃくっ！！ ねえ、ぎりぎりせーふかしら？ ぎりぎりせーふかしら？」\n', '赤ずきん「と〜〜ちゃくっ！！ ねえ、ぎりぎりせーふかしら？ ぎりぎりせーふかしら？」\n', '\u3000ぎりぎりぎり…………！\n']",,['\u3000少年は、頭を抱えて悶絶状態。赤ずきんは、そんな彼を見てくすくすと笑みを浮かべます。\n'],,,,,,,['\u3000赤ずきんの身体が宙を踊り、くるくると回転しながら窓の外へ放り出されます。\n'],,['\u3000くーくーと寝息を立て、慣れないべっどで心地良く眠る赤ずきんは、肝が座っているというより無警戒さを感じさせます。\n'],,,,,,,,,,,,,,,,['\u3000その様子を見た魔女は、突然けらけらと笑い出しました。\n'],,,['\u3000……そして、そんな彼女がいる部屋に、こそこそと侵入する人物がいました。\n'],,,,,,,"['\u3000しばらくして、赤ずきんがいる客室の扉がこんこんと叩かれる。\n', '\u3000そうして話し合っていると、3人はとある一軒家の前に到着します。赤ずきんはその家の扉をこんこんとのっくすると、中から二足歩行のおおかみさんが出て来ました。\n']",,,,,,"['\u3000……しかし、その瞬間ごとごとっと、何か物音のようなものがお后達に聞こえてきました。\n', '\u3000空がすっかり真っ赤に染まった時間に、赤ずきんはごとごとと何かに揺られながら、ふと目を覚まします。\n']",,['\u3000その興奮も冷め切れぬまま、少女は枕を抱いた状態で、べっどの上をごろごろと転がり、衝動の赴くままに気持ちを発散しました。\n'],,['\u3000それは、先端が鋭利な針で出来ている注射針でした。注射針の筒の中には、さらさらの紫色の液体が詰まっていて、見るからに人に害がありそうな色をしています。\n'],,,,"['\u3000けるべろすは鼻を鳴らします。それは元の豚の姿とは違い、巨大な怪物が行なった分、勇ましさも格段に上がっていました。ただの鼻息で強風が吹き抜け、森の木々がざわざわとざわめき出します。\n', '\u3000ざわざわと観客席からざわめきが起こります。\n', '\u3000ざわざわざわ、と。騒めきが広がっていきます。狩人の大声に反応した町の人々が、高台にいる白雪姫とおおかみを見つけたのです。\n']",,,"['妖精はしんでれらをしげしげと観察します。\n', '\u3000舞踏会の会場をしげしげと見つめながら、しんでれらは過去の出来事について思いふけていました。\n']",,,,,['しかししんでれらは事も無げに、かごに詰まった木の実をしゃりしゃりと囓りながら妖精を見つめています。\n'],,,,,,"['\u3000そうやって皆が話している間にも、狩人は赤ずきんにじりじりと近づいていきます。\n', '\u3000その後、じりじりと導火線が火花を散らし、次の瞬間大きな破裂音と共に、筒からからふるな煙が空へと放たれました。\n', '\u3000狩人はじりじりと少しずつ赤ずきんたちに近づいてきます。でも、赤ずきんたちが逃げられる道は玄関以外に見当たりません。\n']",,,,,['\u3000…………月日は流れ、家族はぷー太郎の望みように幸せに暮らし、子どもはすくすくと育ちました。\n'],,,"['\u3000しかし、赤ずきんは目覚めません。白雪姫がどれだけ声を掛けても揺さぶっても、少女はすやすやと眠りについています。\n', '\u3000じゅうがみ「むぅ！？ これは一体なんだ…………zzz」すやすや\n', '\u3000赤ずきん「うわぁぁ………………zzz」すやすや\n', '\u3000赤ずきんも同じ技を受けて、すやすやと眠りについてしまいます。\n']",,,,,,,,,,,"['\u3000へんぜる（真夜中に襲撃を受けて、もう何時間も逃げ回ってる！ 眠気と疲れでそろそろ本格的に頭がおかしくなりそうだ！）\n', '\u3000おおかみ「いやいや、けるべろすくん。ここまで運んでくれたのは嬉しいけど、ぼくの同族たちが大変なことになってるからそろそろ止まってね」\n', '\u3000少年「いえですが、夜も更けていますし、そろそろおやすみになられた方が……」\n', '\u3000赤ずきん「あ、あの、白雪姫？ そろそろお湯に浸かりたいんだけど……」\n', '\u3000少年「あの、赤ずきん様。そろそろお休みになられた方が……」\n', '\u3000王子「さて、そろそろ出番ではないか？ お前の晴れ舞台、楽しみにしてるぞ」\n', '\u3000魔女「ひゃっはっはっは！！ ではそろそろ正解を出そうか！ さあこれが答えさ、出でよぉどらごんっ！！」\n', '\u3000白雪姫「い、いえ、何でも……。そ、そうだ。十分温まりましたし、そろそろ身体を洗いましょうか！ 」\n', '\u3000かぐやもそろそろお年頃。結婚して両親を安心させたいという思いがありました。\n', '\u3000白雪姫「そろそろ、かぐやさんの試合が始まる時間です」\n', '\u3000まま「赤ずきん、白雪姫、そろそろ町へ出かけるわよ〜！」\n']",,,,,,,,['\u3000……いや、『真面目』というより『緊張』していました。少女は酷く蒼白した顔色で汗をだらだらかいています。\n'],,,,,,,['\u3000赤ずきん「要は少年に裸を見られなきゃ良いんでしょう？ ちょいちょい少年、こっち来て」\n'],,,,,,,,,"['\u30002人は階段を上がり、二階の通路をつかつかと歩いて行きます。\n', '\u3000少年は脇目も振らず部屋の出入り口に向かってつかつかと進みます。\n']",,,,,,,,,,,,,['\u3000そう言って、赤ずきんがふらいぱんにうさぎの肉を乗っけてじゅうじゅう焼いている一方で、白雪姫は包丁を使って食材をとんとんと小気味良く切り分けていました。\n'],,,,,['\u3000瞬間、けるべろすの3つの首が断たれ、どすどすどすっと鈍い音を立てて地面に落下しました。\n'],,,['\u3000白雪姫『違いますよ。赤ずきんさんの溶岩浴は、読んで字の通り≪どろどろの溶岩の中に浸かるお風呂≫のことです』\n'],"['\u3000赤ずきんは白雪姫に駆け寄ります。白雪姫の意識はどんどんと薄れていき、意識が途絶える直前、白雪姫は赤ずきんをじっと見つめます。\n', '\u3000突如目の前に現れた変質者に怯え、白雪姫はその場を一歩二歩後ずさります。しかしすぐに追い詰められ、狩人との距離はどんどん狭まっていきます。\n', '\u3000その魔法陣は、魔女が呪文を唱えるごとにどんどん強く光り輝き、その後しばらくして、何か巨大な物体が出現しました。\n', '\u3000そうして、2人がどんどん森の中を駆け抜けて行くと別れ道まで辿り着きました。\n', '\u3000赤ずきんの呼び掛けも通じず、白雪姫の目蓋がどんどん閉じていきます。\n', '\u3000かぐやはどんどん高くまで飛んでいき、五めーとるくらいのところで静止しました。\n']",,"['\u3000白雪姫「何も言っていません。何も言いかけていませんし、一言も喋ってはいませんし、口を開いてすらいません。お兄様の勘違いではないでしょうか？（にこにこっ）」\n', '\u3000赤ずきんと同じ浴槽に浸かる白雪姫も、またご満悦でした。赤ずきんに寄り添ってにこにこ微笑んでいます。\n', '\u3000かぐやは、にこにこと笑みを浮かべながらそふぁーに座る三人の元へ歩み寄ります。\n']","['\u3000魔女はにたにた笑っています。\n', '\u3000魔女は何も答えません。先程と同じにたにたとした表情で皆を眺めています。\n']",,,,,,,['\u3000どうやら、へんぜるの必死の命乞いは通用しなかったようです。けるべろすはのしのしと大地を踏みしめて、双子の元へゆっくりと近づいて行きます。\n'],,['\u3000まっち売り「馬鹿にしてんのか？ すかーとが捲れないようにだか、服が燃えないようにだかしらねえが、そんなのろのろした歩みでおれ様の炎を避けきれるものか！！」\n'],,"['\u3000魔女「ひゃっはっはっは！！ これは愉快なさぷらいずだねぇ〜！ 一体誰の発案なんだい？」\n', '\u3000へんぜる「はっはっは、そんな訳ねえだろうぐれーてる。お姫様がこんな森に来る訳ねえじゃねえか。こんな場所に好んで住み着くなんて、相当な""もの好き""でも無いとしねえって！！」\n', '魔女「ひゃっはっはっは！！」\n', '魔女は「ひゃっはっはっは！！」と嬉しそうに笑い出します。\n', '\u3000魔女「ひゃっはっはっは！！ おや〜赤ずきんちゃんじゃないか〜い！！」\n', '\u3000赤ずきん「はっはっは！ 何を訳のわからないことを言ってるの！ じゅーすっていうのは素手で握って作るものよ！」\n', '\u3000赤ずきん「はっはっはー！ 何よへんぜる、貴方大したことないのね！」\n', '\u3000そんな騎士達の様子を見て、団長ははっはっは！ と笑います。\n', '\u3000魔女「ひゃっはっはっは！！ 皆んなやる気十分のようだねぇ～。それじゃあ最後の謎だ、今度はさっきとは少し毛色が違うよぉ～？」\n', '\u3000魔女「ひゃっはっはっは！！ ではそろそろ正解を出そうか！ さあこれが答えさ、出でよぉどらごんっ！！」\n', '\u3000赤ずきん「はっはっはっ！ ないない、りんごで人が死ぬなんて聞いた事がないわよ！ もぐもぐ」\n', '\u3000きりぎりす『はっはっはっ！ 何を仰られる、貴女はどう見ても赤い頭巾をかぶっているじゃないですか！』\n']",,,,,['\u3000と、しんでれらの声が突然遮られ、何やらばたばたと騒がしくなったかと思うと、直後馴染みの声が、赤ずきんの頭に届いてきました。\n'],,,"['\u3000ばらばらっ！！\n', '\u3000おおかみが大声で叫びます。赤ずきんの家はあっという間に瓦礫のようにばらばらになってしまいました。\n', '\u3000白雪姫は、この大きな熊がばらばらになるのか、と思いました。\n', '\u3000赤ずきん「自己紹介が不要なら話は早い、単刀直入に言うわ。先日、かこうたけのせいで私の家が爆発でばらばらになったんだけど、貴方何かしらないかしら？」\n']",,,,,,,,,,,,,['\u3000一方で、魔法の手鏡が2人の少女に聞こえないようにひそひそとお后に耳打ちます。\n'],,,['\u3000お后「ふふふ、世の権力者は長命にはご執心だぁ〜。黄金のりんごをちらつかせれば、物欲しそうな瞳でひょいひょいと群がってくるだろうさ。そうなれば、私は世界を統べる太いぱいぷを手に入れ、より世界上位の存在になれる！ こんな貧乏臭い国のお后より、も〜っと良い暮らしを送る事だってね！！」\n'],,,,['しんでれらは、びくびくと怯えた表情で、その小さな少女に尋ねます。\n'],,,,,,,,,,,,,['\u3000お后「そうそう。こう、一昔前に流行ったほっぴんぐじゃんぷのようにぴょんぴょんと……」\n'],,,['\u3000 白雪姫は、ふかふかの毛皮の中で目を覚ましました。ふさふさとした暗い灰色の毛は、まるで生きているかのように暖かでした。\n'],,['\u3000 白雪姫は、ふかふかの毛皮の中で目を覚ましました。ふさふさとした暗い灰色の毛は、まるで生きているかのように暖かでした。\n'],['\u3000そして、そう感じていると、彼女の中に天才騎士に対する敵意がふつふつと湧いてきました。\n'],"['\u3000今日は朝からまっちを売り回り、夜は恐竜に追われたり、赤ずきんにほっぺを抓られたりと大忙しだったまっち売りの少女。これまでの疲れを癒そうと溶けたばたーのようにふにゃふにゃに脱力しています。\n', '\u3000そしてふにゃふにゃの少女は、頭を働かせていない状態で赤ずきんと白雪姫がいる方向をぼぉーっと眺めます。\n']",,['そんな時、ぴかんとした小さな光が蛍のようにふらふらと揺れながら、しんでれらの元へ近寄ってきました。\n'],,"['\u3000弓騎士「ふんふん」\n', '\u3000赤ずきん「ふんふん。それで？」\n']",,,,['\u3000じゅうがみは、独り言をぶつぶつ呟いています。\n'],,,,,"['\u3000けるべろすは、ぶーぶーと普通の豚のように鳴いています。どうやら、その姿では人間の言葉は喋れないようです。\n', '\u3000赤ずきん「ぶーぶー！ 白雪姫、さっきから駄目駄目って言ってばっかりじゃない！ そんなにたくさん否定されたら私のいんすぴれーしょんが無くなっちゃうわ！」\n']",,,,,,"['『赤い頭巾をかぶった少女』は、ぷるぷると震えた様子でそう答えます。その姿は、世界中から集められた猛者とは思えない、本当に年相応の少女のものでした。\n', '\u3000白雪姫が赤ずきんを押し倒します。２人のぷるぷるの柔肌が擦り擦られくっつき合い、それがお風呂場という狭い閉ざされた空間で織り成されるのです。\n']",,['\u3000そしてその隣では、赤ずきんがぷんぷんと怒っています。\n'],,,,,,,,,,,['\u3000赤ずきんは得意げです。正解出来なかったへんぜるを見つめながらきゃんでぃーをぺろぺろと舐めています。\n'],,,,,,,,['\u3000白雪姫と赤ずきんが見つめる方向、お菓子の家の屋根に立ち尽くすその人は、おもむろに瓦を拾い上げ、それをぼりぼりとかじり出しました。\n'],"['そんなしんでれらの格好は、灰まみれのふーどを被った実に見すぼらしい姿。おそらく着替えの服もなかったのでしょう。ぼろぼろでよれよれ、少なくとも若い女子が好んで着る服ではありません。\n', '\u3000まっち売りの少女は慌てて炎があった場所を確認すると、そこには焼き焦げてぼろぼろになった服を着た赤ずきんが立っていました。\n', '\u3000重騎士の鎧は、以前とは見る影もなくぼろぼろに壊れてしまいました。そして中にいた重騎士もまた、酷いだめーじを負い、意識を失ってしまい、\n', '\u3000赤ずきんは、先の戦いでぼろぼろになったどれすを脱ぎ捨て、最初から着ていた元の服装に着替えました。頭にいつもの頭巾を被っていない事を除けば、これで元通りの赤ずきんです。\n']",,,,,,,['\u3000そんな事をぽそぽそと考え込みながら、白雪姫はほぉっと胸の奥にため込んだ想いと一緒に、深い溜息を吐き出します。\n'],,,,,,,,,,,['\u3000試合中であることも忘れて舞台の上へとやって来た白雪姫は、早速赤ずきんの姿をまじまじと観察します。\n'],,,,['\u3000赤ずきん「う〜〜んっ、むにゃむにゃ…………」\n'],,"['しんでれらは、めそめそ泣きながら森の中を歩いています。\n', 'しんでれらは、またひとりぼっち。めそめそと泣きながらまた森の中を歩いていきます。\n']",['\u3000白雪姫は慌てた声でへんぜるを止めます。普段使わないへんぜるの頭からは、煙がもくもく吹き始めていました。\n'],"['\u3000赤ずきん「もぐもぐ。でも王子様、見たところ身体に怪我らしいものが見当たらなかったから、もしかしたら私が殺したんじゃないかもね」\n', '\u3000赤ずきん「はっはっはっ！ ないない、りんごで人が死ぬなんて聞いた事がないわよ！ もぐもぐ」\n', '\u3000赤ずきん「んっ？ てーぶるの上にりんごが盛られていたから１つ。もぐもぐ。……あんまり甘くないわね、このりんご」\n', '\u3000赤ずきん「白雪姫に食べさせたもらったから2倍おいしいのっ！ もぐもぐ。……あっ、白雪姫。口元にりんごが付いてるよ。取ってあげるね」\n', '\u3000おおかみ「もぐもぐもぐ……」\n', '\u30002人がそう呟き、赤ずきんは取ってきたぷりんをもぐもぐ食べています。\n', '\u3000赤ずきん「もぐもぐ。……それにしても、風邪って言っていたのに山へ行くなんて、相変わらずお婆ちゃんはばいたりてぃーに溢れているわね」\n']",,"['\u3000すると、白雪姫が急にもじもじと照れ始めました。\n', '\u3000白雪姫「はぁ……！ そしてすかーとを摘んでもじもじする姿がなんて可愛いらしい……！ はぁ……！ こ、これは永久保存版です！！ かめらはどこですか！？」\n']",,,,,['\u3000……ところが、赤ずきんは家を出てすぐに近場にあった丸太に腰掛け、お婆ちゃんのお見舞いの品であるりんごをもりもりと食べてしまうのでした。お婆ちゃんの家はここから少し離れたきのこ山の麓にあり、お婆ちゃんはそこできのこを探して暮らしていました。\n'],,,,,,,['そんなしんでれらの格好は、灰まみれのふーどを被った実に見すぼらしい姿。おそらく着替えの服もなかったのでしょう。ぼろぼろでよれよれ、少なくとも若い女子が好んで着る服ではありません。\n'],['\u3000渾身の一撃を喰らいながらも、よろよろと立ちあがる弓騎士。細身とはいえ、弓騎士は日頃から鍛錬を繰り返してきた騎士団のえりーと。その肉体は貧弱ではないようです。\n'],,,,,"['\u3000赤ずきん「夜の森って少し不気味で、冒険みたいでわくわくするから！」\n', '\u3000きりぎりす『いや〜遂にこの日が来ましたねありくん！ わたくし、この日が待ち遠し過ぎて、昨日までずっとわくわくしてたんですよぉ！！』\n', '\u3000あり『そうですねきりぎりすさん、ぼくも今日をわくわくして待ってました。何せ今夜は史上初といっても過言ではない、女性限定で行われる世界規模のばとる舞踏会。出場者、そして観客ともに大いに賑わってくれている事でしょう』\n']",,
N4385CMline_info_n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['\u3000誰もがきらきらと目を輝かせ、期待に満ちた目で若き王を見上げています。'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['\u3000これは世界がまだばらばらの国に分かれていたころのお話です。'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['\u3000家庭教師は、どんなことを教わるのかとわくわくしている王子に向かって、'],,
N5372ELline_info_n,,,,,,,,,,,,,['\u3000友人の命に見あう絵を描かねばならないと、うんうんうなって頭をひねりました。\n'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['\u3000そうして一つうなずくと、｜画布《かんばす》をまじまじと眺めました。\n'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N4585EKline_info_n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['痛そうに立ち上がった少女は、きょろきょろと辺りを見渡した。'],['少女が倒れたので能力が切れたのか、具現化されていた彼女のおばあさんが頼みますよというような仕草をして、きらきらと天へと消えて行った。'],,,,,,['馬丁は心得たとばかり頷くと、馬車に乗り込んだ。まっちを売る少女の目の前ぎりぎりを用意しておいた馬車が、通り過ぎる。'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['彼女はふうとため息をつくと、とぼとぼと雪道をはだしのままで歩き出す。', '少女は、しばらくとぼとぼと歩いていたが、素足で雪の上を歩いて凍えたのだろう、風を避けるように家と家の間に座ると暖を取ろうとまっちに火を付けた。']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
