すくすく,わんわん,ぶつぶつ
['\u3000桃から生まれた赤ん坊は桃太郎と名付けられ、お爺さんとお婆さんに育てられすくすくと成長し、やがて人々を苦しめている鬼を退治する為、鬼ゖ島へと向かうのでした。'],"['\u3000がっくりと肩を落としながら、それでもお殿様の命令に逆らう訳にはいかず、大きな山の先にある鬼ゖ島へと向かう桃太郎。山の中を歩いてしばらくすると、草むらの中から「わんわん」という鳴き声が聞こえてくる。', '\u3000「わんわん」という特徴的な鳴き声から草むらのなかにいるのは犬だと察する桃太郎。「わんわん」と元気の良い鳴き声と共に飛び出してきたのは――。', '\u3000「わんわん」という特徴的な鳴き声から草むらのなかにいるのは犬だと察する桃太郎。「わんわん」と元気の良い鳴き声と共に飛び出してきたのは――。', '「わんわん！\u3000お話は聞かせて頂きましたわん！\u3000お腰につけた黍団子を一つくださいわん！\u3000代わりに私も鬼退治のお供をさせて頂きますわん！」', '「わんわん！\u3000私は犬神と申しますわん！\u3000呪詛が得意ですわん！\u3000相手を苦しみ悶えさせて殺したい場合は言ってくださいわん！」', '「わんわんお！\u3000わんわんお！」', '「わんわんお！\u3000わんわんお！」', '「わんわん！\u3000猿のにおいがしますわん！」']",['\u3000黍団子が奪い去られる光景を目の当たりにした犬神と孫悟空が怒りの声を上げる。犬神がぶつぶつと呪詛のような言葉を呟くと、空を舞っていた雉がぴたりと空中で止まる。そこへ向かって孫悟空が手に持った棒を思いっきり雉へと叩き込む。雉は遥か彼方へと殴り飛ばされて空に輝く星の一つのようにきらりと光って消え失せた。']
