どかどか,どろどろ,ばたばた,つかつか,がたがた,すいすい
['\u3000それらの足音は小屋の近くまで来ると、入口の扉が蹴破られていることに気がつき、慌てて小屋の中へどかどかと入り込んできます。\n'],['\u3000正妃を誰にするかとか、側室にうちの娘をとかいうどろどろとした争いがないのも不思議ですが、とにかく王様と王妃様の間にお生まれになったお姫様は、闇のように黒い髪と、抜けるように白い肌をしていたことから「黒雪姫」と呼ばれるようになりました。\n'],['\u3000少し感心したような剣士に向って切りかかる兵士達だったが、次の瞬間には全員が糸の切れた操り人形のように、ばたばたとその場に倒れ伏していく。\n'],['\u3000一体何が始まるのかと慄く皇帝に、つかつかと歩み寄った黒雪姫は拳を握り締めると鋭く腰の入ったきれのある一撃を皇帝の腹部に突きいれます。\n'],['\u3000痛みにのけぞった騎士の襟首を掴み、自分の方へと引き寄せた黒雪姫は、もう痛みでなのか恐怖でなのか分からないながら、青ざめて汗ばみ、がたがたと震えている騎士に問いかけます。\n'],['\u3000珠は二つに斬られてしまったせいで、内部の穴が見えるようになっており、一部見えないところもありましたが、大した長さでもないので黒雪姫はその溝と穴にすいすいと糸を通してしまいました。\n']
