とぼとぼ,きょろきょろ,きらきら,ぎりぎり
"['彼女はふうとため息をつくと、とぼとぼと雪道をはだしのままで歩き出す。', '少女は、しばらくとぼとぼと歩いていたが、素足で雪の上を歩いて凍えたのだろう、風を避けるように家と家の間に座ると暖を取ろうとまっちに火を付けた。']",['痛そうに立ち上がった少女は、きょろきょろと辺りを見渡した。'],['少女が倒れたので能力が切れたのか、具現化されていた彼女のおばあさんが頼みますよというような仕草をして、きらきらと天へと消えて行った。'],['馬丁は心得たとばかり頷くと、馬車に乗り込んだ。まっちを売る少女の目の前ぎりぎりを用意しておいた馬車が、通り過ぎる。']
