するとぼ,たってく,いらしく
"['\u3000するとぼうやは「うわあ。」と言いました。', '\u3000するとぼうやは「うわあ。」と言いました。', '\u3000するとぼうやは「ふがふが、ふがふが。」と言いました。']",['「おとうさんはね、うんとひくいこえで、うんとおおきくて、うんとあったかかったんだよ、それから、おかおは\u3000みられなかったけど、ぼくに\u3000こもりうたを\u3000うたってくれたんだ。」'],['\u3000その寝顔の、かわいらしく、やすらかなこと。']
