まじまじ,すくすく,すらすら,そろそろ,おろおろ,ちょろちょろ,ばらばら,どきどき,うとうと,はらはら
['\u3000王子は改めてしんでれらの顔をまじまじと見つめます。'],['\u3000しんでれらはしっかり者のお母さんと優しいお父さんに見守られて、すくすくと元気に育っていました。'],['「それにしても、君は話し上手だね。今までに見知らぬ者とこんなにすらすら話せたことはなかったのに」'],['\u3000すでに十一時を知らせる鐘は鳴っています。そろそろお城を抜け出さないと大変です。男に戻るところを誰かに目撃され、しんでれらは女装してお城の舞踏会に行った変態だなどと噂でも立ったら身の破滅です。'],"['\u3000とにかく着替え終えてりびんぐに行くと、義母と姉たちが箒やはたきや雑巾を手に部屋の中を走り回っていました。父は隅でただおろおろしています。', '\u3000従者はおろおろするばかりです。']","['\u3000その足元にちょろちょろと走り寄ってくる小さな影がありました。時々残飯をあげているしんでれらに懐いたねずみたちです。', '\u3000言われて床を見ると、うたた寝する前に足元をちょろちょろしていたねずみたちの姿がありません。', '\u3000窓から見える日の高さに驚いてべっどから飛び降りたしんでれらの足元を、ねずみたちはちょろちょろと走り回ります。']",['\u3000三者三様、とにかく目についた箇所を拭いたり掃いたりどかしたりとばらばらに動いていて、かえって物が散らかっていくという有り様です。'],['\u3000早速、王子の前で姉二人は件の靴を履いてみせようとしますが、さいずが合いません。それでも無理矢理に足を合わせようとして頑張ります。それはこれまで訪問したどの家でも繰り広げられてきた光景で、がらすの靴が壊れてしまわないか従者ははらはらどきどきしますが、魔法でできた靴なのでそこは頑丈でした。'],['\u3000暖炉の熱で体が温まり、しんでれらはうとうととしてきました。'],['\u3000早速、王子の前で姉二人は件の靴を履いてみせようとしますが、さいずが合いません。それでも無理矢理に足を合わせようとして頑張ります。それはこれまで訪問したどの家でも繰り広げられてきた光景で、がらすの靴が壊れてしまわないか従者ははらはらどきどきしますが、魔法でできた靴なのでそこは頑丈でした。']
