そろそろ,しくしく,きらきら
['(そろそろいい頃合いじゃ、へんぜるを食もってしまおう)'],['\u3000あくる日、へんぜるが目を覚ますと、彼は刀を取り上げられて座敷牢に押し込められていました。太い格子の向こうでは、おばあさんの企みを聞かされたぐれーてるがしくしくと泣いています。'],['\u3000と言いました。しばらくして月が昇ると、目印に落としてきた人骨が、月明りにきらきらと輝き始めました。二人がそれを頼りに家に帰ってくると、お侍もおかみさんも大変驚いて、']
