しながら,しなかっ,さばくた,かっぽい,からこそ,てかかっ,さばくる,くどころ,もりこそ
['\u3000まっちをちら見せしながらおばあさんを探す旅。'],['\u3000と、初めから決めてかかっていたので彼女を相手にしなかったのです。'],['「良いわけねぇだろ！\u3000おい、くそがきっ！\u3000MACCHI(まっち)の偽物売りさばくたぁ良い度胸だな、あぁ？」'],['「最終まであと二時間はある。……こいつはもう朝までこのまま、気にしなくて良い。服だけ買ったらＡＴＭ用にばかっぽい高校生ひっかけないと。普通にまっちが売れた方が率が良いのだけれど」'],['\u3000事前に中和剤を服用していたからこそなのでした。'],['\u3000と、初めから決めてかかっていたので彼女を相手にしなかったのです。'],['\u3000そして少女は、見た目通りにそれを売りさばくるーとなど持っては居ませんでした。'],['\u3000これが少しでも売れなければ、彼女は夕食にありつくどころか、暖を取ることさえできないのでした。'],['\u3000積もりこそしないがそぼ降る雪の中。よれたこーとを着た少女が、か細い声で道行く人達に声をかけます。']
