よろこん,つけるん,うところ,どんぶら,けたとこ
['\u3000驚いたおじいさんとおばあさんでしたが、子供がいなかったので、よろこんで双子の赤ん坊を自分たちの子として育てることにしました。双子は両方とも男の子だったので、桃太郎と桃双太(ももそうた)と名付けられました。最初は弟は桃次郎と名付けようかと思ったのですが、双子なのでどちらも長男でよいかと思って、こう付けたのです。しかし当の桃双太の方は「自分は弟である」という意識を常に持っていたようです。'],['「ううむ、確かにお前の言うとおりだ。俺はここに残って家や村を守ろう。だが、気をつけろよ。お前ひとりでも鬼どもに負けるとは思えないが、相手は数が多い。鬼ゖ島に行く途中で一緒に戦ってくれる仲間を見つけるんだ」'],['「お侍様、ありがとうございます。わたくしは都(みやこ)の者ですが、昨日、有馬に湯治に来ていたときに鬼にさらわれてしまったのです。危うく今夜には食べられてしまうところでした。あなた様は命の恩人です」'],"['\u3000おばあさんが川で洗濯をしていると、川上から大きな桃がどんぶらこ―、どんぶらこ―と流れてきました。その大きさときたら、普通の桃の何十倍もあります。', '\u3000おばあさんが川で洗濯をしていると、川上から大きな桃がどんぶらこ―、どんぶらこ―と流れてきました。その大きさときたら、普通の桃の何十倍もあります。']",['\u3000元の持ち主たちは桃双太に大いに感謝して、桃双太をほめたたえました。そして、最後に牢から救い出したお姫様を都に送り届けたところ、姫の父親は有名な武将で、桃双太の武勇にすっかりほれこんでしまい、桃双太を婿に迎えることに決めました。']
