どくどく,さらさら,どんどん
['\u3000あんがその曲がった腰をみあげると、そこにどくどくしく赤く光るるびーをみつけました。'],['\u3000さらさらのきれいな髪をもっていて、とっても美しい声をしていて、瞳の輝きは暖かい春の空のように優しくて、聞かせてくれる話はどれもみんな楽しい話ばかりです。'],"['\u3000光はどんどん大きくなって、お城全体をおおいます。', '\u3000光はお城の人たちの呪いをどんどんはらっていくと、魔女へと向かいはじめました。その光にあたった魔女の体は、太陽の光にあてられた影のように消えていきました。']"
