クッキー,カラパー,ピーカー,ポンコツ,ピングジ,オタマジ,タックル,キリギリ,メチャクチャ,ペットボ,パーキン,ハッハー,グスカー,バカチン
1,3,3,1,1,2,2,69,1,1,3,2,1,1
