さわしく,ゆらめき,にたくさ,つかしく,けたかっ,よろこん,わなかっ,ぶつけら,わんばか,もたいそ,はきてく,すること,くつもり,うようと,べたこと,とろけた,わくしな,くること,どきしな,しながら,いじめら,わいがり,おんすー
1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1
