ざーざー,ぴゅーぴゅー,ごろごろ,きょろきょろ,きらきら,くすくす,ぴょんぴょん,ぺたぺた
['「ざーざー！」「いけーっ！」「もっともっと！」\n'],"['\u3000風はぴゅーぴゅー唸ります。\n', '\u3000風もぴゅーぴゅー答えます。\n']",['\u3000雷がごろごろ怒鳴ります。\n'],['\u3000ぱしがきょろきょろしていると、雨がざあっと降ってきました。\n'],['\u3000瞬く星がきらきらとぱしを励まします。\n'],['\u3000子どもたちは揃って敬礼したあと、くすくす笑い出しました。\n'],"['\u3000ぱしはぴょんぴょん跳ねて草原を進みます。\n', '\u3000しずくの音に合わせてみんなでぴょんぴょん。\n']",['\u3000ぱしは水槽の壁をぺたぺたと這い登り、揺れるかーてんの隙間から外へ飛び出しました。\n']
