しながら,しなかっ,めたころ,まるきり,にやけた,つかしく,かすこと,うとする
['\u3000朝が過ぎ昼になり、目が覚めると、また何も出来ない一日を過ごさねばならないのかと、画家は絶望しながら寝台を出ます。\n'],['「分かってるつもりで、何にも分かっちゃいなかった。出来てるつもりで、何にも出来てやしなかった。だから、多分、今も知ったつもりで、ほんとは何にも知っちゃいないんだと思う。……けど」\n'],['\u3000娘は慣れた様子で遠くをみつめ、画家の方をちらりとも見はしませんでした。｜画布《かんばす》に下塗りし、何度も下絵を直して構図を決めたころには、娘はすっかりあきた様子であくびをしておりました。\n'],"['\u3000だから、暗闇の中に立つ絵の具職人は、何も言わないのだと思いました。友が何を思って死んでいったのか、今の画家にはまるきり分からないのですから。\n', '\u3000画家が描いた娘とはまるきり変わってしまった奥方を見て、画家は驚きました。\n']",['\u3000動きの鈍い筆先を叱りつけながら手を動かし、黄色くにごった小ずるい目と、つかれてゆるんだ口をした、どこかにやけたひげまみれの男の絵を描きました。\n'],['\u3000友の目のかがやきはなつかしく、やっぱり昔のままの温かさに見えました。\n'],['\u3000優しい光を瞳に宿す、普段は口数の少ない友人の、これだけは欠かすことのないほめことばでした。画家は、その手に乗せて差し出された絵の具とともに、ありがたく受け取ります。\n'],['\u3000ですが、翌日の昼過ぎに目が覚めた時には、身体は気持ち悪く、頭はぼんやりとしてはたらかず、そして何より沈もうとする太陽を見ると、自分がとても悪いことをしているように思うのでした。\n']
