からりん,ぶつかり,こんぽー,しくかっ,がたくさ,ばんから
"['\u3000ある日、白雪姫は毎日のように母親である王妃からりんごを食べるように言われるのが嫌になって、肉を城に届けに来た猟師に頼んで森の中まで連れて行ってもらいました。', '\u3000りんごは異国から取り寄せる高級品でした。王妃は身体の弱い白雪姫の為に異国からりんごを取り寄せていたのです。']",['\u3000小人は王子さまとぶつかりました。白雪姫という美しい姫の噂を知っていた王子さまは彼女が病気で寝込んでいると聞き、小人たちの家に行きました。'],['\u3000白雪姫は毎日のようにりんごのじゃむやりんごのこんぽーと、りんごのぱいなどを食べて、しなもん王子と幸せになりました。'],['\u3000母親である王妃は可愛らしくかっとしたりんごを見せて言いました。りんごの皮をうさぎの耳に見立てたものや、りんごの皮で花の形を描いたものもありました。'],['\u3000翌日、小人たちは白雪姫のりんごを全部売りました。お金がたくさん手に入ったので、白雪姫の好きな甘いお菓子を買って帰りました。'],['\u3000薬師はかばんから薬を取り出すと、近くのてーぶるの上に置きました。']
