ザクザク,ブツブツ
['\u3000相変わらず声は美しく、正面から顔を見れないほどに瑞々しく美しい。しかし正反対の言葉から胸をザクザクとえぐられており、癒やしと痛みを同時に与えられてしまったのだから。'],['\u3000そりゃあ、触りたいか触りたくないか問われれば、触りたいに決まっている。形も綺麗で、普段からまぶしいほどの色彩に見とれていたのだし……などとブツブツ呟いてしまう。']
