ぼろぼろ,くすくす,にこにこ
"['\u3000美しかった金の髪は艶を失い、宝石の瞳は屑石のように輝きがありません。珊瑚の唇はひび割れ色褪せ、絹の肌はくすんでいます。そしてなにより姫はぼろぼろで、みすぼらしく痩せ細っておりました。並ぶ者なしと唄われた美貌はどこにもありません。', '\u3000式の前に風呂に入れられ治療を受けたので、今のお姫様はぼろぼろではありませんでしたが、痩せ細った貧相な体に輝きのない瞳は変わりません。', '\u3000街の人達がしていた話は、お姫様も思っていた事でした。魔王はとても強く、お姫様を救うのはとても困難な事でした。実際に勇者以外に辿り着けた者はおらず、勇者もぼろぼろになりながらようやく勝ったのです。', '\u3000連れてこられた姫の評判は勇者も聞いたことがありました。とても美しい姫だということでしたが、ぼろぼろの姿にその面影はありません。こんなものかと思う勇者と目が合い、姫はくしゃりと顔を歪めました。']",['\u3000泣きながらくすくす笑うお姫様は輝くように美しく、勇者はますます惚れてしまいました。'],['\u3000にこにこと笑う勇者は本当にそう思っているのでしょう。お姫様は今までの自分の態度が歯牙にもかけられてなかったと知って複雑でした。']
