からりん,かりする,ぶんから,りんごと,こんぽー,たらしく,わなくっ,けたこと,しくいら,どきしな
['\u3000王妃様はかごの中からりんごのけーきを一つ取り出しました。ぱくりと食べようと口を開けました。'],['\u3000がっかりするやら悲しいやらで、王妃様は涙が出てきました。'],"['\u3000けれど、おーぶんから出来上がったけーきを取り出した王妃様は、家来たちの顔を振り返って思いました。', '\u3000最初に作った毒りんごのけーきの方が、待ちきれなくて早くおーぶんから出したので、焼き色がついていませんでした。だから家来たちは、王妃様が毒りんごのけーきを食べようとしていると分かったのです。']","['\u3000それは、りんごのこんぽーとでした。鍋にりんごと砂糖水を入れてぐつぐつと煮るだけ。料理をしたことのない王妃様でもすぐに出来たのです。', '\u3000見た目でりんごと分かると白雪姫は食べられないようです。分からない料理にしなくてはいけません。王妃様は本をぱらぱらとめくって探しました。', '\u3000作ったのはりんごのぜりーでした。すりおろしたりんごを溶かしたぜらちんで固めたものです。透明の容器の中で、きらきらと輝いていて、とてもりんごとは思えません。']","['\u3000それは、りんごのこんぽーとでした。鍋にりんごと砂糖水を入れてぐつぐつと煮るだけ。料理をしたことのない王妃様でもすぐに出来たのです。', '\u3000白雪姫はそう言って、りんごのこんぽーとを魔女に返しました。']","['\u3000白雪姫がそう言って笑いました。前の王妃そっくりの綺麗な笑顔です。けれど王妃様は憎たらしく思いませんでした。自分をみじめに思いませんでした。', '「でもわたくしは白雪姫に冷たくしてきました。憎たらしく思って殺そうとしました」']",['「今度は食べてもらわなくっちゃ」'],['\u3000そして王妃様が普通の美味しいりんごのけーきと、毒りんごのけーきを持って出掛けたことも知り、慌てて後をついてきていたのでした。'],['\u3000白雪姫が毒りんごを食べなかったからでしょうか。死ななかったからでしょうか。王妃様が世界で一番美しくいられなかったからでしょうか。'],['\u3000どきどきしながら、おーぶんを開けます。']
