でかかっ,ちんのお,がぶつか,ぐらうん,にこくり,ばらくす,にたくさ,けたから,うとする,よろしく,てくるん,ぽーずし,わなかっ,まること,しっかり,うところ,わんばか,たらしく,するなよ,からどん,たらぐだ,ごとばか,するから,すること,かったら,がたくさ,しなかっ,ばんから,こっちま,げたかっ,ことする,いらしな,こんばん,くるはー,けたこと,しながら,もしゃべら,すくめた
1,1,2,1,1,5,2,1,1,4,1,1,2,1,6,1,4,2,1,1,2,1,2,4,5,1,2,1,1,1,1,1,1,1,1,7,1,1
