ドキドキ,ハッハッ,トントン,チラチラ,ギリギリ,トボトボ,ダラダラ,ウトウト
['\u3000割とドキドキしながら本気で祈りました。\n'],['「言うことを聞かねえ悪ぃ子にはぁぁぁ……ヒャーハッハッハッハ……おしおおしおお仕置き……クククククク」\n'],"['\u3000トントントン。扉を叩きます。\n', '\u3000トントントン。ガチャリ。\n']",['\u3000お前らこそ早朝からナニしてたんだ、というセリフをハジィは飲み込みます。そんな中、少年ペータはハジィに話しかけながらも、クラーラのはだけた胸元にチラチラと視線をやりました。\n'],"['\u3000アルームという名のおじいさんは、かつて父親をギリギリのところまで追い詰め、引き分けに持ち込んだことのある有名な武人でした。\n', '\u3000ギリギリのところで父親の足を弾き、彼女は２歩下がりました。\n']",['\u3000金髪の痩せた少女が、寒そうなみすぼらしい服を身にまとい、裸足でトボトボと街を歩いていきます。\n'],['\u3000血走った目がギラリと光ります。緩んだ口元からはダラダラとよだれが垂れており、髪をかきむしりながら狂ったような笑い声を上げています。\n'],['\u3000ハジィが積み藁の上でウトウトとしていると──。\n']
