えんどろ,くらすか,かっぷる,からすた,かつくど,うとしな,はっきり,うとする,からぼん,のおばか,ゆらりゆら,うところ,たらちっ,ぶつけた,つんこつん,うじゃうじ,もそうだ,ぶらりゆら,ことすら,ことぐら,とことん,すること,めたから,だらしな,かってく,ことばか,からこそ,だらけた,ひたすら,しながら,ぼやけた
1,1,2,1,1,1,1,1,1,1,3,1,1,1,10,1,1,3,2,1,1,4,1,1,2,1,2,1,4,1,1
