シャンパン,スクリーン,スーパー,パッキー
['発泡するウェルカムシャンパン\n'],['程なくして、真ん中辺りの通路側に座った僕は、ぼんやりと予告編を眺めていた。平日の昼間だからか、客の入りは半分くらいだろうか。やがて館内は一層暗さが増し、左右のカーテンが動き、スクリーンが横に広がると、R15指定の映画が始まった。\n'],['    腕にぶら下げたスーパーの袋には、生クリーム、チョコレートシロップ、アイスクリーム、バナナなどが入っている。パフェを作るのだ。今、歩みをやめたらアイスクリームが溶けてしまう。\n'],"['［＃中見出し］パッキーマオ［＃中見出し終わり］\n', 'パッキーマオに出会ってからぼくはおかしいんだ\n', 'パッキーマオに出会うことはおそらくもうないだろう\n', 'パッキーマオに出会いたくなる時がきたら\n', 'パッキーマオ(酔っ払い炒め麺)はタイ料理で極太麺の激辛炒めです。\n']"
