ばたくた,うとする,よろしく,しっかり,うところ,たらしく,のしかた,ぽつりとこ,すること,かったら,かってく,どきしな,しながら,うとびく,きらめき
1,1,1,3,1,2,1,1,1,1,1,1,1,1,1
