ふらふら,きらきら
['２歳\u3000娘はふらふら走って「まま……」と言った。だからままは添い寝をした。'],['５歳\u3000「駄菓子がいい」と言った。私は袋にいっぱいそれを詰めてあげた。朝、娘の目はきらきらしていた。']
