めたかっ,つらきし,すいとこ,ぎりばか,すべのし,ふがつら,ねばかた,ぶること,つけぶり,のしばし,うとしな,かたむく,ふくから,はっきり,うとする,びたこと,ことさら,めらわな,まるとこ,ころのお,うきこと,ずらくん,こそすれ,わなかっ,すべなみ,うきにた,ことから,かたしく,うところ,ばしばか,わんばか,わいてく,つらくさ,ひくしお,しこころ,とげざら,もぞする,ころこそ,うかすら,もたくさ,もおゆる,のしかた,ほかにこ,かたねと,ふかきち,いそうら,にたへた,つらから,ぽつんぽつ,くすこと,くらこと,ころから,すること,かったら,ちかから,ひたぶる,かたぶく,しなかっ,ひそふら,いそうだ,くたぎり,めたばか,ことばか,うよばか,からこそ,すれぐさ,ごとしげ,うよもそ,くだけた,かりうき,ことくら,ひたすら,ひしばか,かすがや,なみのお,くること,むらじと,びしょびし,がちぎり,うらふく,おちかた,しながら,もさゆる,つらしと,うはへな,くさがく
1,1,1,1,1,1,1,2,2,1,1,1,1,8,5,1,1,2,1,2,1,1,2,2,3,2,9,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,4,1,2,11,4,37,4,1,4,2,5,1,2,1,1,4,1,5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,4,1,2,2,1
